"GAUL_CODE","year","hiv_test","NAME","COUNTRY_ID","ADMN_LEVEL","PARENT_ID","shapefile"
"17068",2004,0.0311367927548811,"Bafata","GNB","2","1385","admin2013_2"
"17068",2005,0.0340555504712116,"Bafata","GNB","2","1385","admin2013_2"
"17068",2006,0.0324204541424167,"Bafata","GNB","2","1385","admin2013_2"
"17068",2007,0.0336430061639856,"Bafata","GNB","2","1385","admin2013_2"
"17068",2008,0.0361793377509724,"Bafata","GNB","2","1385","admin2013_2"
"17068",2009,0.0386950483312305,"Bafata","GNB","2","1385","admin2013_2"
"17068",2010,0.0423307549036903,"Bafata","GNB","2","1385","admin2013_2"
"17068",2011,0.042075738653866,"Bafata","GNB","2","1385","admin2013_2"
"17068",2012,0.0404458903262364,"Bafata","GNB","2","1385","admin2013_2"
"17068",2000,0.0191816454490879,"Bafata","GNB","2","1385","admin2013_2"
"17068",2001,0.0212656088256836,"Bafata","GNB","2","1385","admin2013_2"
"17068",2002,0.0242168097375905,"Bafata","GNB","2","1385","admin2013_2"
"17068",2003,0.0278624600074955,"Bafata","GNB","2","1385","admin2013_2"
"17068",2017,0.0357815460660425,"Bafata","GNB","2","1385","admin2013_2"
"17068",2016,0.0379778698766824,"Bafata","GNB","2","1385","admin2013_2"
"17068",2013,0.0379310759598939,"Bafata","GNB","2","1385","admin2013_2"
"17068",2014,0.0397382562433872,"Bafata","GNB","2","1385","admin2013_2"
"17068",2015,0.0383664368861048,"Bafata","GNB","2","1385","admin2013_2"
"17069",2000,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2001,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2002,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2003,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2004,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2005,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2006,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2007,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2008,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2013,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2014,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2015,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2016,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2017,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2009,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2010,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2011,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17069",2012,NA,"Bambadinca","GNB","2","1385","admin2013_2"
"17070",2000,0.0181468468453447,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2001,0.0209762810222582,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2002,0.0243203983674229,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2003,0.028361681443817,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2008,0.0360260480234963,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2009,0.0382037140129657,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2010,0.0404917769737399,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2011,0.0413591256611324,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2012,0.0405947683050724,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2013,0.03825106465863,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2014,0.0385946391408787,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2015,0.0364995415127571,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2016,0.0354082268093878,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2004,0.0320703608047967,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2005,0.0343384255051137,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2006,0.0330162549884769,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2007,0.0337892832447294,"Contuboel","GNB","2","1385","admin2013_2"
"17070",2017,0.0310002356518758,"Contuboel","GNB","2","1385","admin2013_2"
"17071",2005,0.0296357864495637,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2006,0.0319835343353873,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2008,0.035825066174068,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2009,0.0384416388517637,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2010,0.0410007168105945,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2007,0.0331705918930623,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2012,0.040655521002275,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2013,0.0386298190674915,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2014,0.0407836192936598,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2011,0.0414951298236353,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2016,0.040411057795798,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2017,0.0374800883298923,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2002,0.0218623372456931,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2003,0.025238237827773,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2004,0.0270386982147142,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2000,0.0177688434000488,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2001,0.0194916245942563,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17071",2015,0.0393795293624985,"Galomaro/cosse","GNB","2","1385","admin2013_2"
"17072",2005,0.0368330047584516,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2003,0.0290375026538859,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2004,0.0332109432671272,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2009,0.0386833747169391,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2006,0.0336474369106753,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2007,0.0344166704036033,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2008,0.0365841958330965,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2000,0.0192190469635378,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2001,0.0220067613000305,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2002,0.0252789483728604,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2016,0.0358647757449845,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2017,0.0345752942459612,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2013,0.0391703845053362,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2010,0.0416441582093768,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2011,0.0416512156856841,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2012,0.041051971432669,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2014,0.037919007476124,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17072",2015,0.0368115385615095,"Gamamudo/ganadu","GNB","2","1385","admin2013_2"
"17073",2000,0.0175934711161734,"Xitole","GNB","2","1385","admin2013_2"
"17073",2003,0.0250902597961578,"Xitole","GNB","2","1385","admin2013_2"
"17073",2004,0.0266627375685074,"Xitole","GNB","2","1385","admin2013_2"
"17073",2001,0.0197248416248829,"Xitole","GNB","2","1385","admin2013_2"
"17073",2002,0.0222804498750877,"Xitole","GNB","2","1385","admin2013_2"
"17073",2010,0.0411892311672775,"Xitole","GNB","2","1385","admin2013_2"
"17073",2011,0.0404734529587628,"Xitole","GNB","2","1385","admin2013_2"
"17073",2012,0.0407511833058937,"Xitole","GNB","2","1385","admin2013_2"
"17073",2013,0.038456819875973,"Xitole","GNB","2","1385","admin2013_2"
"17073",2014,0.0407367199775309,"Xitole","GNB","2","1385","admin2013_2"
"17073",2015,0.0398161903184156,"Xitole","GNB","2","1385","admin2013_2"
"17073",2016,0.040856682636868,"Xitole","GNB","2","1385","admin2013_2"
"17073",2017,0.0380458753692486,"Xitole","GNB","2","1385","admin2013_2"
"17073",2008,0.0363091812753418,"Xitole","GNB","2","1385","admin2013_2"
"17073",2005,0.02890565571826,"Xitole","GNB","2","1385","admin2013_2"
"17073",2006,0.0327690403688422,"Xitole","GNB","2","1385","admin2013_2"
"17073",2007,0.0334790277589962,"Xitole","GNB","2","1385","admin2013_2"
"17073",2009,0.0389027434987052,"Xitole","GNB","2","1385","admin2013_2"
"17074",2000,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2006,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2007,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2008,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2009,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2010,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2011,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2012,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2013,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2001,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2002,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2003,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2004,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2005,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2014,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2015,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2016,NA,"Prabis","GNB","2","1386","admin2013_2"
"17074",2017,NA,"Prabis","GNB","2","1386","admin2013_2"
"17075",2001,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2002,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2003,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2004,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2005,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2006,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2007,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2008,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2000,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2014,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2015,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2016,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2017,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2012,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2009,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2010,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2011,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17075",2013,NA,"Quinhamel","GNB","2","1386","admin2013_2"
"17076",2000,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2002,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2003,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2004,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2001,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2010,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2011,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2012,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2013,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2014,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2015,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2016,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2017,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2005,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2006,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2007,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2008,NA,"Safim","GNB","2","1386","admin2013_2"
"17076",2009,NA,"Safim","GNB","2","1386","admin2013_2"
"17077",2005,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2006,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2007,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2008,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2009,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2010,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2011,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2012,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2000,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2001,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2002,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2003,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2004,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2017,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2013,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2014,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2015,NA,"Bolama","GNB","2","1387","admin2013_2"
"17077",2016,NA,"Bolama","GNB","2","1387","admin2013_2"
"17078",2002,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2003,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2004,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2005,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2006,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2007,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2008,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2009,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2001,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2015,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2016,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2017,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2013,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2010,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2011,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2012,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2014,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17078",2000,NA,"Bubaque","GNB","2","1387","admin2013_2"
"17079",2000,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2003,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2004,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2001,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2002,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2011,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2012,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2013,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2014,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2015,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2016,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2017,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2005,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2006,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2007,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2008,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2009,NA,"Caravela","GNB","2","1387","admin2013_2"
"17079",2010,NA,"Caravela","GNB","2","1387","admin2013_2"
"17080",2005,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2006,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2007,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2008,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2009,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2010,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2011,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2012,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2013,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2014,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2015,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2016,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2017,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2004,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2000,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2001,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2002,NA,"Uno","GNB","2","1387","admin2013_2"
"17080",2003,NA,"Uno","GNB","2","1387","admin2013_2"
"17081",2001,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2002,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2003,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2004,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2005,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2006,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2007,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2008,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2000,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2014,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2015,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2016,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2017,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2009,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2010,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2011,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2012,NA,"Bigene","GNB","2","1388","admin2013_2"
"17081",2013,NA,"Bigene","GNB","2","1388","admin2013_2"
"17082",2001,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2002,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2003,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2000,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2009,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2010,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2011,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2012,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2013,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2014,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2015,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2016,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2017,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2004,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2005,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2006,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2007,NA,"Bula","GNB","2","1388","admin2013_2"
"17082",2008,NA,"Bula","GNB","2","1388","admin2013_2"
"17083",2005,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2006,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2007,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2008,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2009,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2010,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2011,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2012,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2000,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2001,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2002,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2003,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2004,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2013,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2014,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2015,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2016,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17083",2017,NA,"Cacheu/calequisse","GNB","2","1388","admin2013_2"
"17084",2001,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2002,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2003,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2000,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2005,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2006,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2007,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2004,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2014,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2015,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2016,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2017,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2011,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2008,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2009,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2010,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2012,NA,"Caio","GNB","2","1388","admin2013_2"
"17084",2013,NA,"Caio","GNB","2","1388","admin2013_2"
"17085",2000,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2003,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2004,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2001,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2002,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2011,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2012,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2013,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2014,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2015,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2016,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2017,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2005,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2006,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2007,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2008,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2009,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17085",2010,NA,"Canchungo","GNB","2","1388","admin2013_2"
"17086",2006,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2007,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2008,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2009,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2010,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2011,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2012,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2000,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2001,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2002,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2003,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2004,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2005,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2017,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2016,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2013,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2014,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17086",2015,NA,"Sao Domingos","GNB","2","1388","admin2013_2"
"17087",2000,0.0156031847513135,"Boe","GNB","2","1389","admin2013_2"
"17087",2001,0.0172406464057685,"Boe","GNB","2","1389","admin2013_2"
"17087",2002,0.0191753075846378,"Boe","GNB","2","1389","admin2013_2"
"17087",2003,0.0212970785731593,"Boe","GNB","2","1389","admin2013_2"
"17087",2004,0.0227146444309253,"Boe","GNB","2","1389","admin2013_2"
"17087",2005,0.0221511721846266,"Boe","GNB","2","1389","admin2013_2"
"17087",2006,0.0268636525844267,"Boe","GNB","2","1389","admin2013_2"
"17087",2007,0.0276425221167281,"Boe","GNB","2","1389","admin2013_2"
"17087",2008,0.0299048749182275,"Boe","GNB","2","1389","admin2013_2"
"17087",2013,0.03285762599922,"Boe","GNB","2","1389","admin2013_2"
