"GAUL_CODE","year","hiv_test","NAME","COUNTRY_ID","ADMN_LEVEL","PARENT_ID","Area","shapefile"
"1199",2006,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2007,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2008,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2009,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2010,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2011,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2012,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2013,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2014,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2015,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2016,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2017,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2004,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2005,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2001,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2002,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2003,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1199",2000,NA,"Bioko Norte","GNQ","1","76",NA,"admin2013_1"
"1200",2002,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2003,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2004,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2005,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2006,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2007,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2008,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2000,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2001,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2014,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2015,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2016,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2017,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2009,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2010,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2011,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2012,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1200",2013,NA,"Bioko Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2015,0.0508106301710561,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2016,0.0519771212424276,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2017,0.05177251902064,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2014,0.050982168154003,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2010,0.0547406056667615,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2011,0.0549921681954766,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2012,0.0519326703369641,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2013,0.051869964651072,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2000,0.0271614711839459,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2001,0.0297786170150956,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2002,0.0332231840485426,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2003,0.036047618175373,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2004,0.0378984987656909,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2005,0.0401691342996353,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2006,0.0432451470930182,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2007,0.0460847556727463,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2008,0.0492981404268166,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1201",2009,0.0525805320504256,"Centro Sur","GNQ","1","76",NA,"admin2013_1"
"1202",2006,0.0458686318876129,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2007,0.0497374684479968,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2008,0.0529678002690193,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2009,0.0563834652182839,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2010,0.0596782594885919,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2011,0.0612340383472745,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2012,0.0613626754897326,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2000,0.0297039030554276,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2001,0.0328751685355657,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2002,0.0351472041758277,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2003,0.0380637788549292,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2004,0.039489357290245,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2005,0.0420320737543667,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2013,0.0564734713374257,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2014,0.0551515963818268,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2015,0.0556398543277943,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2016,0.0540957040807402,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1202",2017,0.0539437368558229,"Kientem","GNQ","1","76",NA,"admin2013_1"
"1203",2016,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2017,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2003,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2015,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2005,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2006,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2007,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2004,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2000,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2001,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2002,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2011,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2008,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2009,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2010,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2012,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2013,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1203",2014,NA,"Litoral","GNQ","1","76",NA,"admin2013_1"
"1204",2000,0.0264304504677417,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2004,0.038166417481629,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2001,0.0296672344180933,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2002,0.0326151063210334,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2003,0.0367051305708246,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2012,0.0570008061667646,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2013,0.0527446081261088,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2014,0.0508386878969186,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2015,0.0519493157734592,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2016,0.0529390786759258,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2017,0.0529076073633479,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2005,0.0405293259509552,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2006,0.0438079762697311,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2007,0.0474844083463803,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2008,0.0513957749087171,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2009,0.0548233494258632,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2010,0.0578975028831223,"Welenzas","GNQ","1","76",NA,"admin2013_1"
"1204",2011,0.0592678070980831,"Welenzas","GNQ","1","76",NA,"admin2013_1"
